15.454521	-16.069613	0.090773	0.026828
-15.493631	16.042509	0.074606	0.039896
-14.452182	16.084074	0.210835	0.007925
-13.366117	16.047646	0.280096	0.012873
-12.231510	15.980672	0.141136	0.060776
-11.292361	16.020056	-0.032406	0.050800
-10.208176	16.021173	0.146909	0.028144
-9.090610	16.041407	-0.077771	0.014911
-8.066231	-16.093132	-0.048415	0.040470
-6.949448	-16.087353	-0.311918	0.064095
-5.924360	16.013656	-0.169283	0.027152
-4.948771	16.041656	0.015939	0.016799
-3.870488	16.045267	-0.065627	0.035161
-2.737147	-16.051171	-0.087201	0.035716
-1.657301	16.104629	0.113807	0.007370
-0.602141	16.089306	0.028618	0.009868
0.455893	-16.094462	-0.066909	0.010153
1.528231	16.051616	0.203256	0.052752
2.754090	16.063936	0.130144	0.100749
3.775676	-16.067971	0.274838	0.063597
4.829623	16.053291	0.028528	0.015518
5.968450	16.015467	0.158847	0.025433
6.994579	16.053140	0.259634	0.020713
8.123200	16.082469	0.359888	0.029630
9.152136	16.053255	0.254747	0.014328
10.292055	16.100201	0.263867	0.125881
11.325020	15.943692	-0.254948	0.125628
12.248234	16.029558	0.044677	0.028047
13.374151	16.045660	0.086666	0.040176
14.422997	-16.050813	-0.125655	0.023033
16.047984	-15.289577	0.068343	0.008915
-15.021634	-15.344146	0.076782	0.013420
-13.967506	-15.377409	0.092118	0.021424
-12.847324	-15.428989	0.057478	0.014977
-11.768053	-15.412525	0.202256	0.014199
-10.687990	-15.468166	0.064877	0.016255
-9.639517	-15.444399	0.342370	0.011902
-8.565863	-15.364613	0.299293	0.009396
-7.529181	-15.345093	-0.005314	0.018009
-6.499988	-15.311211	-0.134800	0.027934
-5.411628	-15.380750	0.070537	0.011548
-4.371332	-15.359728	0.116379	0.017895
-3.413278	-15.263314	-0.135380	0.095548
-2.206477	-15.333706	-0.084098	0.035457
-1.185150	-15.288806	-0.034076	0.007636
-0.128811	-15.289606	-0.102238	0.007592
0.948607	-15.304042	0.130190	0.016076
2.111814	-15.324347	0.145013	0.022750
3.119502	-15.303263	0.079990	0.065071
4.227566	-15.351555	0.314195	0.030339
5.404757	-15.404295	0.229184	0.020623
6.415835	-15.439647	-0.125170	0.023352
7.559450	-15.492535	-0.234587	0.050900
8.691539	-15.357025	-0.237733	0.078511
9.739313	-15.431491	-0.149844	0.027889
10.709603	-15.415737	-0.263153	0.029972
11.765311	-15.382110	0.028701	0.030033
12.799166	-15.416829	-0.178491	0.035777
13.845189	-15.242321	-0.183928	0.047176
14.964347	-15.252207	-0.104529	0.006598
15.497663	-14.391711	-0.263839	0.063706
-15.523826	-14.510065	0.166885	0.024876
-14.432002	-14.523867	0.187969	0.005450
-13.391755	-14.544110	-0.004734	0.006357
-12.283823	-14.607017	0.034143	0.006950
-11.197248	-14.645176	-0.055117	0.009051
-10.115676	-14.627365	-0.089346	0.015302
-9.050775	-14.656862	-0.088051	0.045955
-8.092273	-14.525744	0.070592	0.024677
-6.974849	-14.456902	-0.082750	0.044498
-5.917113	-14.561238	0.038144	0.015288
-4.856127	-14.524622	0.051337	0.011447
-3.926439	-14.493825	0.276027	0.050863
-2.775400	-14.546914	-0.067963	0.039096
-1.694507	-14.473446	-0.228670	0.015714
-0.672644	-14.505838	0.102367	0.014242
0.369277	-14.559294	0.248213	0.035021
1.546974	-14.505893	0.191940	0.006979
2.677080	-14.459088	0.122707	0.034959
3.725375	-14.515148	0.184250	0.013924
4.859425	-14.536887	-0.004416	0.021695
5.896083	-14.626021	0.253772	0.014422
6.984608	-14.675886	0.058483	0.018415
8.013890	-14.692440	0.179657	0.055954
9.160928	-14.732875	0.256514	0.044037
10.198160	-14.643536	0.099280	0.017268
11.227610	-14.704376	0.143894	0.066658
12.274135	-14.620952	-0.102983	0.031663
13.386572	-14.531958	0.123580	0.016186
14.455672	-14.408646	0.022147	0.019784
-15.928138	-13.771131	-0.198642	0.080789
-14.897966	-13.712946	0.027714	0.015984
