8.990635	-14.610769	-0.031786	0.021121
10.080633	-14.521175	-0.096944	0.058145
11.123443	-14.593337	-0.138651	0.026355
12.204039	-14.488420	0.041985	0.052885
13.330154	-14.594443	-0.179351	0.062378
14.347265	-14.575933	-0.060140	0.016879
15.365196	-14.588676	-0.195482	0.021385
-15.628455	-14.538931	0.098933	0.009577
-14.551668	-14.565562	0.229269	0.001786
-13.501412	-14.612306	0.024454	0.012024
-12.459183	-14.634338	-0.011963	0.020284
-11.472734	-14.743292	-0.424287	0.037424
-10.439090	-14.700503	-0.282767	0.035538
-9.338527	-14.643489	-0.153906	0.026559
-8.136580	-14.621775	-0.168459	0.036513
-7.088698	-14.682350	-0.074597	0.012650
-5.957591	-14.673306	-0.303951	0.018865
-4.968762	-14.720671	0.082547	0.050574
-3.760427	-14.761927	0.205251	0.072875
-2.795744	-14.758599	-0.172299	0.016751
-1.717594	-14.694825	0.075328	0.005810
-0.676046	-14.613774	0.281989	0.024586
0.427780	-14.654750	0.073780	0.018972
1.455541	-14.703903	0.304795	0.023743
2.585571	-14.697411	0.071107	0.027872
3.739563	-14.683657	0.041049	0.065965
4.728682	-14.650316	0.225576	0.024917
5.825497	-14.718641	0.259178	0.026125
6.928338	-14.662314	0.172121	0.016508
7.908011	-14.613075	0.093709	0.044477
9.555835	-13.769308	0.187396	0.016532
10.690708	-13.781695	0.139009	0.021417
11.714595	-13.729840	-0.121365	0.007669
12.695381	-13.668373	0.081943	0.052780
13.785705	-13.775964	-0.060567	0.024624
14.811612	-13.777336	0.101421	0.028495
15.938336	-13.680299	0.161745	0.028411
-15.061090	-13.659991	0.144282	0.037141
-14.033382	-13.732223	-0.101076	0.005204
-13.050361	-13.762237	-0.367298	0.029940
-11.965293	-13.801010	-0.087259	0.018851
-10.934043	-13.909539	0.070664	0.041284
-9.899646	-13.846620	0.100281	0.025974
-8.778659	-13.833793	-0.013571	0.010804
-7.615459	-13.782763	0.014093	0.026484
-6.553487	-13.863888	0.066280	0.015731
-5.454979	-13.939256	0.090167	0.055927
-4.346373	-13.915087	0.263956	0.036121
-3.251084	-13.888997	0.027018	0.036458
-2.270128	-13.904215	-0.062013	0.025655
-1.139702	-13.800395	-0.046669	0.049074
-0.190190	-13.845219	-0.046210	0.050524
1.007340	-13.850075	-0.028173	0.044819
2.063320	-13.825469	0.113113	0.015722
3.101791	-13.825284	-0.198731	0.022258
4.155177	-13.782627	-0.037568	0.032851
5.313705	-13.766428	-0.075568	0.034781
6.396497	-13.751167	0.001782	0.016356
7.467888	-13.749802	-0.207339	0.013092
8.521634	-13.770050	-0.006777	0.012935
9.128680	-13.034774	-0.135496	0.055072
10.139428	-12.967798	0.030456	0.023597
11.250976	-12.965839	-0.017073	0.050895
12.204227	-12.893574	0.144716	0.017013
