14.434448	-39.701910	0.261086	0.012703
15.447252	-39.762130	0.165530	0.012138
-14.743334	-39.723262	-0.058800	0.002838
-13.674674	-39.703007	0.075409	0.005638
-12.633549	-39.746189	0.042317	0.004830
-11.642906	-39.812348	0.117780	0.043066
-10.615894	-39.733853	0.113496	0.019690
-9.534842	-39.770013	-0.000981	0.015516
-8.484627	-39.744736	-0.137957	0.011104
-7.410412	-39.804860	0.042896	0.015708
-6.322486	39.831205	0.187224	0.014709
-5.250458	39.749575	0.031679	0.027052
-4.227039	39.792605	-0.089017	0.011496
-3.176829	39.832677	0.007054	0.020770
-2.233582	-39.799564	-0.427812	0.003272
-1.301012	-39.768322	-0.175118	0.037165
-0.212985	39.800201	-0.065962	0.006142
0.890726	39.707444	-0.353950	0.021698
1.950281	39.759281	-0.259595	0.012370
2.952843	39.772238	-0.385370	0.013067
3.956460	-39.827994	-0.367192	0.044806
5.057587	39.791162	-0.526138	0.013261
6.147768	39.683245	-0.374809	0.081772
7.143232	39.713677	-0.190485	0.032184
8.127473	39.715043	0.203426	0.013899
9.184143	39.746413	0.270816	0.015428
10.205472	39.807812	0.140918	0.023959
11.374615	-39.815504	0.090695	0.043919
12.376069	-39.795770	-0.024263	0.005109
13.402836	-39.718825	0.325845	0.009841
14.966257	-38.894814	0.202594	0.020819
-15.245115	-38.950616	0.119822	0.017244
-14.213087	-38.887826	0.225249	0.011466
-13.160395	-38.851547	0.146804	0.030139
-12.111959	-38.892715	0.005467	0.022317
-11.106216	-38.908250	0.033212	0.019117
-10.083942	-38.876933	0.059333	0.033584
-9.029006	-38.930678	0.199861	0.014703
-7.968532	-38.978584	0.119501	0.011754
-6.858079	-39.042217	0.127322	0.008759
-5.801099	-39.032552	0.033691	0.010652
-4.814890	-39.025761	-0.226212	0.025427
-3.774952	-39.005705	-0.114236	0.022422
-2.713221	-39.034668	0.079768	0.014283
-1.726878	-38.967602	-0.191982	0.032845
-0.697989	-39.031272	-0.109783	0.013257
0.378218	-39.184215	-0.134562	0.019103
1.415262	-39.191763	-0.079865	0.006985
2.453319	-39.166327	0.210977	0.012494
3.494380	-39.161793	0.163655	0.027681
4.582956	-39.091532	-0.007340	0.026193
5.627396	-39.188983	-0.043468	0.038777
6.623581	-39.103275	-0.157051	0.025395
7.603874	-39.142962	0.088840	0.009185
8.618329	-39.135575	0.001351	0.017949
9.702064	-39.021611	0.341342	0.018801
10.715145	-38.949856	0.313100	0.051107
11.819468	-39.019463	0.229733	0.019017
12.892391	-38.977078	0.031745	0.029756
13.891306	-38.893343	0.065643	0.012498
14.373586	-38.108551	-0.106214	0.009153
15.431038	-38.167717	-0.388183	0.029864
-14.809347	-38.063480	0.042470	0.054662
-13.711254	-38.138565	-0.162539	0.011045
-12.648742	-38.141862	-0.418254	0.006668
-11.598653	-38.133855	-0.411982	0.008917
-10.615903	-38.179598	-0.216253	0.014398
-9.557608	-38.157543	-0.229367	0.008663
-8.434234	-38.222035	-0.154191	0.013103
-7.377630	-38.242591	-0.124635	0.012055
-6.350218	-38.206992	0.113356	0.021047
-5.330911	-38.256445	0.071328	0.010015
-4.347694	-38.309852	0.131723	0.047607
-3.286872	-38.260608	0.308958	0.018556
-2.202777	-38.276209	0.339198	0.015208
-1.127893	-38.289678	0.323003	0.023264
-0.095200	-38.329705	0.032013	0.032583
0.907730	-38.425218	0.041269	0.035216
1.985455	-38.357805	0.012886	0.011141
2.957193	-38.299213	0.124901	0.026442
4.048236	-38.377275	-0.032461	0.033494
5.105244	-38.318649	-0.080823	0.014771
6.200999	-38.334096	-0.306552	0.027528
7.095201	-38.337727	0.091511	0.052494
8.174396	-38.355408	0.092341	0.010645
9.163991	-38.285385	0.399227	0.008771
10.150579	-38.212603	0.113049	0.017031
11.241059	-38.236128	0.215182	0.021454
12.213755	-38.167003	0.020746	0.029245
13.271767	-38.137736	-0.221179	0.013003
14.872599	-37.373378	-0.499406	0.014105
-15.304810	-37.292336	-0.379614	0.022847
-14.281119	-37.365876	-0.295200	0.023155
-13.254707	-37.348479	-0.042758	0.018845
-12.179807	-37.382503	0.049803	0.007446
-11.084829	-37.396134	-0.097852	0.010426
-10.051832	-37.416426	0.174587	0.008150
-9.008083	-37.444547	0.083250	0.011420
-7.923232	-37.502132	0.181613	0.017884
-6.894880	-37.519339	0.316087	0.029212
-5.830683	-37.484114	0.377796	0.012558
-4.762344	-37.449698	0.463977	0.022284
-3.746805	-37.501806	-0.055711	0.014063
-2.673615	-37.457292	0.183614	0.020151
-1.702759	-37.532184	0.122475	0.022155
-0.670453	-37.592030	-0.058001	0.056908
0.412721	-37.485263	-0.031165	0.046959
1.454884	-37.594642	-0.223517	0.033558
2.489988	-37.530415	-0.095757	0.010385
3.500361	-37.489458	-0.051587	0.015695
4.624939	-37.483755	0.135111	0.024982
5.710099	-37.536499	0.242060	0.013522
6.776278	-37.539087	0.282336	0.037537
7.747863	-37.532956	0.179898	0.017707
8.736509	-37.531083	-0.335098	0.015792
9.648811	-37.448932	0.118578	0.013668
10.683679	-37.444489	0.155431	0.011089
11.667916	-37.495117	-0.345470	0.031765
12.643745	-37.421331	-0.041323	0.039718
13.762728	-37.389862	-0.426918	0.013437
14.299661	-36.558132	-0.174083	0.015614
15.378165	-36.543136	-0.367698	0.009063
-14.780164	-36.528105	0.004641	0.010406
-13.718512	-36.514705	0.092481	0.028464
-12.699909	-36.575822	0.066670	0.008257
-11.634858	-36.606051	0.298386	0.007336
-10.579349	-36.572212	0.139976	0.024505
-9.542874	-36.680757	-0.111090	0.027180
-8.401013	-36.642837	0.121321	0.017901
-7.367845	-36.682238	0.009638	0.003274
-6.338037	-36.653616	0.205894	0.003329
-5.344746	-36.658051	0.171493	0.016425
-4.229161	-36.633254	0.187676	0.019987
-3.198110	-36.681016	-0.047404	0.009425
-2.142234	-36.686785	-0.101961	0.011532
-1.172955	-36.695525	-0.195726	0.016908
-0.080263	-36.717318	-0.402207	0.009746
0.976961	-36.728660	-0.185507	0.019030
1.911322	-36.686729	-0.095475	0.045772
